row_id,upc,prefix8,brand_filled,product_line,product_descr,imputed_num_cartridges,imputed_mL_per_cartridge,imputed_total_mL,imputed_nic_mg_per_ml,total_units,candidate_row_id,candidate_upc,candidate_brand,candidate_product_line,candidate_product_descr,candidate_assessment,candidate_confidence,candidate_verified_device_type,candidate_verified_mL_per_cartridge,candidate_verified_num_cartridges,candidate_verified_total_mL,candidate_verified_nic_pct,candidate_verified_nic_mg_per_ml,product_similarity_score,upc_distance,action,candidate_source_url,candidate_notes
561,081068701554,08106870,NJOY,NJOY E-CG TRDNL KING 10P,NJOY E-CG TRDNL KING 10P,10,0.5,5,45,9,311,081068701410,NJOY,NJOY ONE JOY E-CG,NJOY ONE JOY E-CG,PARTIAL,Low,Disposable,,,,4.5,45,0.464,144,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.njoy-llc.com/?src=logo,"Matched to NJOY one-use/disposable product family; official NJOY source confirms Daily disposable products at 4.5% and 6.0%, but exact mL/SKU not verified."
567,081068701553,08106870,NJOY,NJOY E-CG TRDNL KING,NJOY E-CG TRDNL KING,10,0.5,5,45,7,311,081068701410,NJOY,NJOY ONE JOY E-CG,NJOY ONE JOY E-CG,PARTIAL,Low,Disposable,,,,4.5,45,0.519,143,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.njoy-llc.com/?src=logo,"Matched to NJOY one-use/disposable product family; official NJOY source confirms Daily disposable products at 4.5% and 6.0%, but exact mL/SKU not verified."
583,081068701245,08106870,NJOY,NJOY E-CGC MN NO RFL,NJOY E-CGC MN NO RFL,5,1,5,24,5,317,081068701409,NJOY,NJOY ONE JOY E-CG MN,NJOY ONE JOY E-CG MN,PARTIAL,Low,Disposable,,,,4.5,45,0.543,164,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.njoy-llc.com/?src=logo,"Matched to NJOY one-use/disposable product family; official NJOY source confirms Daily disposable products at 4.5% and 6.0%, but exact mL/SKU not verified."
585,081068701717,08106870,NJOY,NJOY E-CG MN KING -5.00,NJOY E-CG MN KING -5.00,5,2,10,10,5,336,081068701413,NJOY,NJOY ONE JOY E-CG MN,NJOY ONE JOY E-CG MN,PARTIAL,Low,Disposable,,,,4.5,45,0.555,304,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.njoy-llc.com/?src=logo,"Matched to NJOY one-use/disposable product family; official NJOY source confirms Daily disposable products at 4.5% and 6.0%, but exact mL/SKU not verified."
599,085570400815,08557040,HAUS,HAUS ECTA RFL,HAUS ECTA RFL,1,10,10,24,4,91,085570400786,HAUS,HAUS ESOT,HAUS ESOT,PARTIAL,Medium,Open refill,30,1,30,0.4,4,0.491,29,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.globenewswire.com/news-release/2015/12/16/795955/0/en/Mistic-E-Cigs-Adds-Tobacco-and-Menthol-Flavors-to-HAUS-Craft-Collection.html;https://www.globenewswire.com/news-release/2016/08/04/861701/0/en/Mistic-E-Cigs-Adds-New-Flavors-to-Mistic-and-HAUS-Brands.html,"Matched to HAUS e-liquid family from brand/product-line abbreviation; source verifies 30 mL HAUS bottles at 4 mg/mL, but row flavor is not explicit."
603,081068701241,08106870,NJOY,NJOY E-CGC NO RFL,NJOY E-CGC NO RFL,5,1,5,24,3,294,081068701408,NJOY,NJOY ONE JOY E-CG,NJOY ONE JOY E-CG,PARTIAL,Low,Disposable,,,,4.5,45,0.477,167,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.njoy-llc.com/?src=logo,"Matched to NJOY one-use/disposable product family; official NJOY source confirms Daily disposable products at 4.5% and 6.0%, but exact mL/SKU not verified."
604,081068701683,08106870,NJOY,NJOY E-CG 4P,NJOY E-CG 4P,4,0.5,2,30,3,311,081068701410,NJOY,NJOY ONE JOY E-CG,NJOY ONE JOY E-CG,PARTIAL,Low,Disposable,,,,4.5,45,0.6,273,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.njoy-llc.com/?src=logo,"Matched to NJOY one-use/disposable product family; official NJOY source confirms Daily disposable products at 4.5% and 6.0%, but exact mL/SKU not verified."
609,085570400812,08557040,HAUS,HAUS E-CG LIQUID A-B 5P,HAUS E-CG LIQUID A-B 5P,5,2,10,24,3,222,085570400769,HAUS,HAUS E-CG LIQUID TPF,HAUS E-CG LIQUID TPF,PARTIAL,High,Open refill,30,1,30,0.4,4,0.733,43,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.globenewswire.com/news-release/2015/12/16/795955/0/en/Mistic-E-Cigs-Adds-Tobacco-and-Menthol-Flavors-to-HAUS-Craft-Collection.html;https://www.globenewswire.com/news-release/2016/08/04/861701/0/en/Mistic-E-Cigs-Adds-New-Flavors-to-Mistic-and-HAUS-Brands.html,HAUS Craft Collection e-liquids are sold in 30 mL glass bottles with 4 mg/mL nicotine. Applied to HAUS e-liquid flavor rows.
621,081068701716,08106870,NJOY,NJOY E-CG KING -5.00,NJOY E-CG KING -5.00,5,2,10,10,1,311,081068701410,NJOY,NJOY ONE JOY E-CG,NJOY ONE JOY E-CG,PARTIAL,Low,Disposable,,,,4.5,45,0.491,306,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.njoy-llc.com/?src=logo,"Matched to NJOY one-use/disposable product family; official NJOY source confirms Daily disposable products at 4.5% and 6.0%, but exact mL/SKU not verified."
627,084014180024,08401418,SHENZHEN GOLDREAMS TECHNOLOGY,AIR BAR,AIR BAR SMOKING ALTERNATIVE PRODUCT MANGO 1 COUNT,1,10,10,16.2,1,628,084014180178,SHENZHEN GOLDREAMS TECHNOLOGY,AIR BAR LUX,AIR BAR LUX SMOKING ALTERNATIVE PRODUCT STRAWBERRY KIWI 1 COUNT,PARTIAL,Low,Disposable,2.7,1,2.7,5,50,0.653,154,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.budgetvapors.com/air-bar-lux-disposable/,Retail source verifies Air Bar Lux disposable family; exact flavor/SKU specs were not fully verified in this pass. Converted 5% to 50 mg/mL where source/family indicates 5%.
