"category","upc","brand","brand_filled","brand_source","pfx_brand_conf","pfx","product_descr","num_cartridges_f","nic_mg_per_ml_f","total_units","cum_unit_share","years"
"e-liquid (impute mL)","081821401391","GREEN SMOKE","GREEN SMOKE","raw",1,"08182140","GREEN SMOKE EVPC M-I","3",NA,7923,0.978,"2016;2017;2018"
"e-liquid (impute mL)","085570400769","HAUS","HAUS","raw",0.768,"08557040","HAUS E-CG LIQUID TPF","1",NA,7875,0.9782,"2015;2016;2017;2018;2019;2020"
"e-liquid (impute mL)","078593946497",NA,"POP","prefix",1,"07859394","POP HIT PRO SMOKING ALTERNATIVE PRODUCT STRAWBERRY MANGO 1 COUNT","1",NA,7822,0.9784,"2022;2023"
"e-liquid (impute mL)","085001975228",NA,"PUUR VAPOR","prefix",0.964,"08500197","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PINA COLADA 750 PUFFS BOX 1 COUNT","1",NA,7796,0.9786,"2021;2022;2023"
"e-liquid (impute mL)","085003843892",NA,"ZEO","prefix",1,"08500384","ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TOBACCO FLAVOR 1000 PUFFS BOX 1 COUNT","1",NA,7750,0.9788,"2022;2023"
"e-liquid (impute mL)","071275599740","XFIRE","XFIRE","raw",1,"07127559","XFIRE E-CG LIQUID POD MANGO","4",NA,7657,0.979,"2018;2019;2020"
"e-liquid (impute mL)","085570400544","MISTIC","MISTIC","raw",0.768,"08557040","MISTIC 2.0 E-CG CHERRY BURST","1",NA,7612,0.9792,"2016;2017;2018;2019;2020"
"e-liquid (impute mL)","078593946495",NA,"POP","prefix",1,"07859394","POP HIT PRO SMOKING ALTERNATIVE PRODUCT STRAWBERRY MANGO 1 COUNT","1",NA,7560,0.9794,"2022;2023"
"e-liquid (impute mL)","088796900874","BLU","BLU","raw",1,"08879690","ELCT CGRTT LIQUID POD","1",NA,7551,0.9796,"2018;2019;2020"
"e-liquid (impute mL)","036586038210","21ST CENTURY SMOKE","21ST CENTURY SMOKE","raw",0.949,"03658603","21SCS E-CG MN","1",NA,7503,0.9797,"2013;2014;2015;2016;2017;2018;2019;2021"
"e-liquid (impute mL)","081649401354","NICOTEK","NICOTEK","raw",0.999,"08164940","NICOTEK METRO E-CG MN KING","1",NA,7480,0.9799,"2013;2014;2015"
"e-liquid (impute mL)","085604000308","VICTORY","VICTORY","raw",1,"08560400","VICTORY E-CGC MN RFL","5",NA,7453,0.9801,"2013;2014;2015;2016;2017;2018"
"e-liquid (impute mL)","081679601272","V2 CIGS","V2 CIGS","raw",1,"08167960","V2 CIGS E-CG MN OF","1",NA,7332,0.9803,"2014;2015;2016;2018"
"e-liquid (impute mL)","084920500179","VUSE","VUSE","raw",1,"08492050","VUSE E-CGC RICH MINT","2",NA,7250,0.9805,"2015;2016"
"e-liquid (impute mL)","085001975296","PUUR VAPOR","PUUR VAPOR","raw",0.964,"08500197","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLUEBERRY ICE 750 PUFFS BOX 1 COUNT","1",NA,7244,0.9807,"2021;2022;2023"
"e-liquid (impute mL)","081010830115",NA,"ZEO","prefix",1,"08101083","ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO EMERALD BOX 1 COUNT","1",NA,7211,0.9809,"2023"
"bare UPC (needs barcode lookup)","081713502312",NA,"CUE","prefix",1,"08171350",NA,NA,NA,7097,0.981,"2018;2019;2020"
"bare UPC (needs barcode lookup)","081649401019",NA,"NICOTEK","prefix",0.999,"08164940",NA,NA,NA,7056,0.9812,"2013;2014;2015;2016;2017;2018;2019;2020"
"e-liquid (impute mL)","009710000114","MARKTEN","MARKTEN","raw",1,"00971000","MARKTEN E-CG/ECC","1",NA,6904,0.9814,"2014;2015;2016"
"e-liquid (impute mL)","081649401352","NICOTEK","NICOTEK","raw",0.999,"08164940","NICOTEK METRO E-CG KING","1",NA,6878,0.9816,"2013;2014;2015"
"hardware/device (exclude)","088796901111","BLU","BLU","raw",1,"08879690","MY BLU ANTISMOKING KIT ELECTRONIC CIGARETTE INTENSE BOX 1 COUNT","1",NA,6847,0.9817,"2019;2020;2021;2022;2023"
"e-liquid (impute mL)","085001975213","PUUR VAPOR","PUUR VAPOR","raw",0.964,"08500197","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO LIGHTNING BULL 750 PUFFS BOX 1 COUNT","1",NA,6649,0.9819,"2021;2022;2023"
"e-liquid (impute mL)","081085902012","ZOOM","ZOOM","raw",1,"08108590","ZOOM E-CG TOB","3",NA,6511,0.9821,"2014;2015;2016;2017;2018;2019"
"e-liquid (impute mL)","088886111000","INFUSE","INFUSE","raw",1,"08888611","INFUSE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE STRAWBERRY BOX 1 COUNT","1",NA,6496,0.9822,"2021;2022"
"e-liquid (impute mL)","081649401299","NICOTEK","NICOTEK","raw",0.999,"08164940","NCTK MTR MNGT E-CG","1",NA,6401,0.9824,"2013;2014;2015"
"e-liquid (impute mL)","085001975246","PUUR VAPOR","PUUR VAPOR","raw",0.964,"08500197","PUUR VAPOR ANTISMOKING PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY BANANA ULTRA BOX 1 COUNT","1",NA,6367,0.9825,"2021;2022;2023"
"e-liquid (impute mL)","081649401297","NICOTEK","NICOTEK","raw",0.999,"08164940","NTK MR CK SK E-CG","1",NA,6322,0.9827,"2013;2014;2015"
"e-liquid (impute mL)","085001975248","PUUR VAPOR","PUUR VAPOR","raw",0.964,"08500197","PUUR VAPOR ANTISMOKING PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY BANANA ULTRA BOX 1 COUNT","1",NA,6185,0.9829,"2021;2022;2023"
"e-liquid (impute mL)","081649401298","NICOTEK","NICOTEK","raw",0.999,"08164940","NTK MR CK SK E-CG MN","1",NA,6149,0.983,"2013;2014;2015"
"e-liquid (impute mL)","816494011374","NICOTEK","NICOTEK","raw",1,"81649401","N-M-C E-CG","1",NA,6142,0.9832,"2013;2014;2015;2016"
"e-liquid (impute mL)","085607300316","JAK","JAK","raw",1,"08560730","JAK E-CG GRAPE","1",NA,6102,0.9833,"2015;2016;2017;2018;2019;2020;2021;2022;2023"
"e-liquid (impute mL)","085001975238","PUUR VAPOR","PUUR VAPOR","raw",0.964,"08500197","PUUR VAPOR ANTISMOKING PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY BANANA ULTRA BOX 1 COUNT","1",NA,6011,0.9835,"2021;2022;2023"
"e-liquid (impute mL)","081649401295","NICOTEK","NICOTEK","raw",0.999,"08164940","N-M-C E-CG","1",NA,6004,0.9836,"2013;2014;2015;2016"
"e-liquid (impute mL)","085570400418","MISTIC","MISTIC","raw",0.768,"08557040","MISTIC E-CG","1",NA,5937,0.9838,"2013;2014;2015;2016"
"e-liquid (impute mL)","085604000312","VICTORY","VICTORY","raw",1,"08560400","VICTORY E-CGC RFL","5",NA,5857,0.9839,"2013;2014;2015;2016;2017;2018"
"hardware/device (exclude)","084920501500","VUSE","VUSE","raw",1,"08492050","VUSE CIRO SMOKING ALTRN PRDCT STRTR KIT ELECTRONIC VAPOR CIGARETTE CAR BOX 1 COUNT","1",NA,5835,0.9841,"2021;2022;2023"
"e-liquid (impute mL)","081649401296","NICOTEK","NICOTEK","raw",0.999,"08164940","N-M-C E-CG MN","1",NA,5820,0.9842,"2013;2014;2015"
"e-liquid (impute mL)","071275599739","XFIRE","XFIRE","raw",1,"07127559","XFIRE E-CG LIQUID POD MINT","4",NA,5806,0.9844,"2018;2019;2020"
"e-liquid (impute mL)","085962600211","FINITI","FINITI","raw",1,"08596260","FINITI E-CG OLS","1",NA,5779,0.9845,"2013;2014;2015;2016;2017;2018;2019;2020"
"e-liquid (impute mL)","081010830121",NA,"ZEO","prefix",1,"08101083","ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TOBACCO FLAVOR JADE BOX 1 COUNT","1",NA,5746,0.9847,"2023"
"e-liquid (impute mL)","081002599614",NA,"IGNITE","prefix",1,"08100259","IGNITE V15 SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BANANA ICE BOX 1 COUNT","1",NA,5721,0.9848,"2023"
"e-liquid (impute mL)","085001975256","PUUR VAPOR","PUUR VAPOR","raw",0.964,"08500197","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PEACH ICE ULTRA BOX 1 COUNT","1",NA,5699,0.985,"2021;2022;2023"
"bare UPC (needs barcode lookup)","084866604607",NA,"FINITI","prefix",1,"08486660",NA,NA,NA,5662,0.9851,"2015;2016;2017;2018;2019"
"e-liquid (impute mL)","085001975244","PUUR VAPOR","PUUR VAPOR","raw",0.964,"08500197","PUUR VAPOR ANTISMOKING PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY BANANA ULTRA BOX 1 COUNT","1",NA,5624,0.9852,"2021;2022;2023"
"e-liquid (impute mL)","088886111004","INFUSE","INFUSE","raw",1,"08888611","INFUSE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE BLUEBERRY BOX 1 COUNT","1",NA,5555,0.9854,"2021;2022"
"e-liquid (impute mL)","085570400488","MISTIC","MISTIC","raw",0.768,"08557040","MISTIC E-CGC RFL","1",NA,5486,0.9855,"2014;2015;2016;2017;2018;2019;2020"
"e-liquid (impute mL)","085001975294","PUUR VAPOR","PUUR VAPOR","raw",0.964,"08500197","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLUEBERRY ICE 750 PUFFS BOX 1 COUNT","1",NA,5447,0.9857,"2021;2022;2023"
"e-liquid (impute mL)","081085902018","ZOOM","ZOOM","raw",1,"08108590","ZOOM E-CG MN BOLD","3",NA,5420,0.9858,"2014;2015;2016;2017;2018;2019"
"e-liquid (impute mL)","081002599563",NA,"IGNITE","prefix",1,"08100259","IGNITE V15 SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLUEBERRY ICE BOX 1 COUNT","1",NA,5380,0.9859,"2023"
"e-liquid (impute mL)","081009691192",NA,NA,"unknown",NA,"08100969","JUICE HEAD SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY PEACH JUICE HEAD BOX 1 COUNT","1",NA,5277,0.9861,"2023"
"e-liquid (impute mL)","088796900723","BLU","BLU","raw",1,"08879690","BLU ANTISMOKING PRODUCT ELECTRONIC CIGARETTE POLAR MINT BOX 1 COUNT","1",NA,5245,0.9862,"2021;2022;2023"
"e-liquid (impute mL)","009710000107","MARKTEN","MARKTEN","raw",1,"00971000","MARKTEN E-CGC","4",NA,5190,0.9863,"2014;2015"
"e-liquid (impute mL)","072153501202","BIDI","BIDI","raw",1,"07215350","BIDI STICK SMOKING ALTERNATIVE PRODUCT TOBACCO LEAF 500 PUFFS BOX 1 COUNT","1",NA,5188,0.9865,"2021;2023"
"e-liquid (impute mL)","085607300384","JAK","JAK","raw",1,"08560730","JAK E-CG PASSION","1",NA,5108,0.9866,"2017;2018;2019;2020;2021;2022;2023"
"e-liquid (impute mL)","088886111002","INFUSE","INFUSE","raw",1,"08888611","INFUSE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE BERRY ICE BOX 1 COUNT","1",NA,5083,0.9867,"2021;2022"
"e-liquid (impute mL)","036586037197","VAPIN PLUS","VAPIN PLUS","raw",0.949,"03658603","VPLS E-CG LIQUID PEACH","1",NA,5002,0.9868,"2015;2016;2017;2018;2019;2020"
"e-liquid (impute mL)","085001975250","PUUR VAPOR","PUUR VAPOR","raw",0.964,"08500197","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO ICED FRUIT PUNCH ULTRA BOX 1 COUNT","1",NA,4980,0.987,"2021;2022;2023"
"e-liquid (impute mL)","088886111003","INFUSE","INFUSE","raw",1,"08888611","INFUSE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE BERRY ICE BOX 1 COUNT","1",NA,4979,0.9871,"2021;2022"
"e-liquid (impute mL)","068808300402",NA,NA,"unknown",NA,"06880830","WHISL SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TO FOCUS ON THE TASK AT HAND BOX 2 COUNT","2",NA,4978,0.9872,"2021;2023"
"e-liquid (impute mL)","085143800763","EPIC","EPIC","raw",0.983,"08514380","ELCT CGRTT LIQUID POD","1",NA,4967,0.9873,"2019;2020;2021"
"e-liquid (impute mL)","088796900873","BLU","BLU","raw",1,"08879690","ELCT CGRTT LIQUID POD","1",NA,4951,0.9875,"2018;2019;2020"
"e-liquid (impute mL)","081010830127",NA,"ZEO","prefix",1,"08101083","ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TOBACCO FLAVOR ONYX BOX 1 COUNT","1",NA,4903,0.9876,"2023"
"e-liquid (impute mL)","081821401471","GREEN SMOKE","GREEN SMOKE","raw",1,"08182140","GREEN SMOKE EVPC CT","1",NA,4870,0.9877,"2016;2017;2018;2019"
"hardware/device (exclude)","084920503053","VUSE","VUSE","raw",1,"08492050","VUSE ALTO SMOKING ALTERNATIVE PRODUCT ELECTRONIC VAPOR DEVICE BOX 1 COUNT","1",NA,4793,0.9878,"2023"
"e-liquid (impute mL)","085570400775","HAUS","HAUS","raw",0.768,"08557040","HAUS E-CG LIQUID MN CITRUS","1",NA,4730,0.988,"2015;2016;2017;2018;2019;2020"
"e-liquid (impute mL)","085438400413","LOGIC","LOGIC","raw",1,"08543840","LOGIC E-CG REGULAR MN","1",NA,4718,0.9881,"2013;2014;2015;2016;2017;2018"
"e-liquid (impute mL)","085607300314","JAK","JAK","raw",1,"08560730","JAK E-CG CHERRY","1",NA,4714,0.9882,"2015;2016;2017;2018;2019;2020;2021;2022;2023"
"e-liquid (impute mL)","085001975242","PUUR VAPOR","PUUR VAPOR","raw",0.964,"08500197","PUUR VAPOR ANTISMOKING PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY BANANA ULTRA BOX 1 COUNT","1",NA,4657,0.9883,"2021;2022;2023"
"e-liquid (impute mL)","085570400401","NEO","NEO","raw",0.768,"08557040","NEO SOLO E-CG","1",NA,4594,0.9884,"2013;2014;2015;2016"
"e-liquid (impute mL)","081821401133","GREEN SMOKE","GREEN SMOKE","raw",1,"08182140","GREEN SMOKE E-CGCM A-T RFL","3",NA,4575,0.9885,"2013;2014;2015;2016"
"e-liquid (impute mL)","085001975252","PUUR VAPOR","PUUR VAPOR","raw",0.964,"08500197","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PEACH ICE ULTRA BOX 1 COUNT","1",NA,4562,0.9887,"2021;2022;2023"
"e-liquid (impute mL)","081002599572",NA,"IGNITE","prefix",1,"08100259","IGNITE V15 SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY APPLE WATERMELON BOX 1 COUNT","1",NA,4556,0.9888,"2023"
"e-liquid (impute mL)","078779031521",NA,"SWITCH MODS","prefix",1,"07877903","SWITCH MODS SMOKING ALTERNATIVE PRODUCT STICK PINK LEMONADE BOX 1 COUNT","1",NA,4551,0.9889,"2021;2022;2023"
"e-liquid (impute mL)","081009691190",NA,NA,"unknown",NA,"08100969","JUICE HEAD SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO WATERMELON STRAWBERRY MESH COIL BOX 1 COUNT","1",NA,4511,0.989,"2023"
"e-liquid (impute mL)","081009691194",NA,NA,"unknown",NA,"08100969","JUICE HEAD SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO FRESH MINT JUICE HEAD BOX 1 COUNT","1",NA,4451,0.9891,"2023"
"e-liquid (impute mL)","088886111005","INFUSE","INFUSE","raw",1,"08888611","INFUSE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE MANGO ICE BOX 1 COUNT","1",NA,4448,0.9892,"2021;2022"
"e-liquid (impute mL)","085001975233","PUUR VAPOR","PUUR VAPOR","raw",0.964,"08500197","PUUR VAPOR ANTISMOKING PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY BANANA ULTRA BOX 1 COUNT","1",NA,4443,0.9893,"2021;2022;2023"
"e-liquid (impute mL)","088886111006","INFUSE","INFUSE","raw",1,"08888611","INFUSE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE BANANA ICE BOX 1 COUNT","1",NA,4432,0.9895,"2021;2022"
"e-liquid (impute mL)","085570400420","MISTIC","MISTIC","raw",0.768,"08557040","MISTIC E-CG MN","1",NA,4430,0.9896,"2013;2014;2015;2016"
"e-liquid (impute mL)","085539000300","FLAVOR VAPES","FLAVOR VAPES","raw",1,"08553900","FLAVOR VAPES E-CG TOB","1",NA,4403,0.9897,"2013;2014;2015;2016;2017;2018"
"e-liquid (impute mL)","088886111007","INFUSE","INFUSE","raw",1,"08888611","INFUSE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE BANANA ICE BOX 1 COUNT","1",NA,4368,0.9898,"2021;2022"
"e-liquid (impute mL)","081068701288","NJOY","NJOY","raw",1,"08106870","NJOY E-CG NO","1",NA,4348,0.9899,"2013;2014;2015;2016;2017;2018;2019;2020"
"e-liquid (impute mL)","085607300324","JAK","JAK","raw",1,"08560730","JAK E-CG PINEAPPLE","4",NA,4336,0.99,"2017;2018;2019;2020;2021;2022;2023"
"e-liquid (impute mL)","085607300385","JAK","JAK","raw",1,"08560730","JAK E-CG BLACKBERRY","1",NA,4233,0.9901,"2016;2017;2018;2019;2020;2021;2022;2023"
"e-liquid (impute mL)","085607300313","JAK","JAK","raw",1,"08560730","ELCT CGRTT","1",NA,4173,0.9902,"2018;2019;2020;2021;2022;2023"
"e-liquid (impute mL)","036586038274","21ST CENTURY SMOKE","21ST CENTURY SMOKE","raw",0.949,"03658603","21SCS E-CG C-M","1",NA,4131,0.9903,"2013;2014;2015;2017;2018;2019"
"e-liquid (impute mL)","009710000116","MARKTEN","MARKTEN","raw",1,"00971000","MARKTEN E-CG MN/ECC","1",NA,4029,0.9904,"2014;2015;2016"
"e-liquid (impute mL)","081821401472","GREEN SMOKE","GREEN SMOKE","raw",1,"08182140","GREEN SMOKE EVPC M-I","1",NA,3985,0.9905,"2016;2017;2018;2019"
"e-liquid (impute mL)","081713502451","CUE","CUE","raw",1,"08171350","ELCT CGRTT LIQUID CARTRIDGE","1",NA,3984,0.9906,"2018;2019;2020;2021;2022;2023"
"e-liquid (impute mL)","081764101553","KRAVE","KRAVE","raw",0.999,"08176410","KRAVE E-CG","2",NA,3963,0.9907,"2013;2014;2015;2016;2017;2020;2021"
"e-liquid (impute mL)","081068701329","NJOY","NJOY","raw",1,"08106870","NJOY E-CG MN NO","1",NA,3909,0.9908,"2013;2014;2015;2016;2017;2018;2019;2020"
"e-liquid (impute mL)","085001975240","PUUR VAPOR","PUUR VAPOR","raw",0.964,"08500197","PUUR VAPOR ANTISMOKING PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY BANANA ULTRA BOX 1 COUNT","1",NA,3904,0.9909,"2021;2022;2023"
"e-liquid (impute mL)","081002599579",NA,"IGNITE","prefix",1,"08100259","IGNITE V8 SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO ICY MINT BOX 1 COUNT","1",NA,3878,0.991,"2023"
"e-liquid (impute mL)","081990502790",NA,"GLAS","prefix",1,"08199050","ELCT CGRTT LIQUID POD","1",NA,3852,0.9911,"2019;2020"
"e-liquid (impute mL)","085143800796","EPIC","EPIC","raw",0.983,"08514380","ELCT CGRTT LIQUID POD","1",NA,3823,0.9912,"2019;2020;2021"
"e-liquid (impute mL)","085607300383","JAK","JAK","raw",1,"08560730","JAK E-CG BERRY","1",NA,3821,0.9913,"2016;2017;2018;2019;2020;2021;2022;2023"
"e-liquid (impute mL)","081002599576",NA,"IGNITE","prefix",1,"08100259","IGNITE V15 SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO WATERMELON ICE BOX 1 COUNT","1",NA,3797,0.9914,"2023"
"e-liquid (impute mL)","085452700314","VIENTI","VIENTI","raw",1,"08545270","VIENTI E-CG VOF","1",NA,3789,0.9915,"2013;2014;2015;2016;2017;2018;2023"
"e-liquid (impute mL)","081009691189",NA,NA,"unknown",NA,"08100969","JUICE HEAD SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO WATERMELON LIME JUICE HEAD BOX 1 COUNT","1",NA,3731,0.9916,"2023"
"e-liquid (impute mL)","085570400402","NEO","NEO","raw",0.768,"08557040","NEO SOLO E-CG","1",NA,3700,0.9917,"2013;2014;2015;2016"
"e-liquid (impute mL)","002145801000","CLEAN CIG","CLEAN CIG","raw",1,"00214580","CLEAN CIG E-CGA REGULAR","5",NA,3567,0.9918,"2018;2019;2020"
"e-liquid (impute mL)","081990502792",NA,"GLAS","prefix",1,"08199050","ELCT CGRTT LIQUID POD","1",NA,3461,0.9919,"2019;2020"
"e-liquid (impute mL)","088886111001","INFUSE","INFUSE","raw",1,"08888611","INFUSE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE BERRY ICE BOX 1 COUNT","1",NA,3396,0.992,"2021;2022"
"e-liquid (impute mL)","081002599711",NA,"IGNITE","prefix",1,"08100259","IGNITE V8 SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MANGO BOX 1 COUNT","1",NA,3304,0.992,"2023"
"e-liquid (impute mL)","009710000109","MARKTEN","MARKTEN","raw",1,"00971000","MARKTEN E-CGC MN","4",NA,3231,0.9921,"2014"
"e-liquid (impute mL)","072944053377","LOGIC","LOGIC","raw",1,"07294405","LBL E-CG REGULAR TOB","1",NA,3227,0.9922,"2013;2014;2015"
"e-liquid (impute mL)","085570400778","HAUS","HAUS","raw",0.768,"08557040","HAUS E-CG LIQUID C-CRH","1",NA,3109,0.9923,"2015;2016;2017;2018;2019;2020"
"e-liquid (impute mL)","085965400217","BLU","BLU","raw",1,"08596540","BL-EGS E-CGCM CT RFL","5",NA,3109,0.9924,"2013;2014;2015;2016;2017;2018"
"e-liquid (impute mL)","085001975262",NA,"PUUR VAPOR","prefix",0.964,"08500197","SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MANGO DRAGONFRUIT LEMONADE MESH COIL BOX 1 COUNT","1",NA,3058,0.9924,"2022;2023"
"e-liquid (impute mL)","085452700315","VIENTI","VIENTI","raw",1,"08545270","VIENTI E-CG MN VOF","1",NA,2951,0.9925,"2013;2014;2015;2016;2017;2018;2019"
"e-liquid (impute mL)","081764101112","KRAVE","KRAVE","raw",0.999,"08176410","KRAVE 1001 E-CG","1",NA,2929,0.9926,"2013"
"e-liquid (impute mL)","081068701408","NJOY","NJOY","raw",1,"08106870","NJOY ONE JOY E-CG","1",NA,2925,0.9927,"2013;2014;2015;2016;2018;2020"
"e-liquid (impute mL)","081505802030","LOGIC","LOGIC","raw",1,"08150580","LOGIC E-CGC TOB","3",NA,2912,0.9927,"2015;2016"
"e-liquid (impute mL)","085001975264",NA,"PUUR VAPOR","prefix",0.964,"08500197","SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MANGO DRAGONFRUIT LEMONADE MESH COIL BOX 1 COUNT","1",NA,2904,0.9928,"2022;2023"
"e-liquid (impute mL)","085570400487","MISTIC","MISTIC","raw",0.768,"08557040","MISTIC E-CGC RFL","1",NA,2893,0.9929,"2014;2015;2016;2017;2018;2019;2020"
"e-liquid (impute mL)","078779031531",NA,"SWITCH MODS","prefix",1,"07877903","SWITCH MODS SMOKING ALTERNATIVE PRODUCT STICK PINK LEMONADE BOX 1 COUNT","1",NA,2890,0.9929,"2021;2022;2023"
"bare UPC (needs barcode lookup)","081997901118",NA,"NJOY","prefix",1,"08199790",NA,NA,NA,2877,0.993,"2020"
"e-liquid (impute mL)","081764101556","KRAVE","KRAVE","raw",0.999,"08176410","KRAVE E-CG MN KING","2",NA,2826,0.9931,"2013;2014;2015;2016;2017;2019"
"e-liquid (impute mL)","085570400772","HAUS","HAUS","raw",0.768,"08557040","HAUS E-CG LIQUID HAVANA","1",NA,2775,0.9932,"2015;2016;2017;2018;2019"
"e-liquid (impute mL)","000078620186","POSH","POSH","raw",1,"00007862","POSH SMOKING ALTERNATIVE PRODUCT MIGHTY MINT PLUS 1 COUNT","1",NA,2729,0.9932,"2023"
"e-liquid (impute mL)","085001975236","PUUR VAPOR","PUUR VAPOR","raw",0.964,"08500197","PUUR VAPOR ANTISMOKING PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY BANANA ULTRA BOX 1 COUNT","1",NA,2715,0.9933,"2021;2022;2023"
"e-liquid (impute mL)","085001975286",NA,"PUUR VAPOR","prefix",0.964,"08500197","SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY GRAPE MESH COIL BOX 1 COUNT","1",NA,2692,0.9934,"2022;2023"
"e-liquid (impute mL)","081821401009","GREEN SMOKE","GREEN SMOKE","raw",1,"08182140","GREEN SMOKE E-CGCM RL-TB RFL","3",NA,2603,0.9934,"2013;2014;2015"
"e-liquid (impute mL)","085002048173",NA,"PACHA","prefix",1,"08500204","PACHA SYN SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BANANA ICE BOX 1 COUNT","1",NA,2583,0.9935,"2022;2023"
"e-liquid (impute mL)","081505802305","LOGIC","LOGIC","raw",1,"08150580","LOGIC VAPELEAF ECV&C","1",NA,2578,0.9936,"2017;2018;2019"
"e-liquid (impute mL)","001396427296","SMART SMOKE","SMART SMOKE","raw",1,"00139642","SMART SMOKE E-CG RFL","2",NA,2568,0.9936,"2013;2014;2015;2016"
"e-liquid (impute mL)","085001975254","PUUR VAPOR","PUUR VAPOR","raw",0.964,"08500197","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PEACH ICE ULTRA BOX 1 COUNT","1",NA,2545,0.9937,"2021;2022;2023"
"e-liquid (impute mL)","081002599206",NA,"IGNITE","prefix",1,"08100259","IGNITE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TOBACCO BOX 1 COUNT","1",NA,2538,0.9938,"2022;2023"
"e-liquid (impute mL)","085570400411","NEO","NEO","raw",0.768,"08557040","NEO E-CGC RFL","5",NA,2527,0.9938,"2013;2014;2015;2016"
"e-liquid (impute mL)","085962600216","FINITI","FINITI","raw",1,"08596260","FINITI E-CG C-M OLS","1",NA,2501,0.9939,"2013;2014;2015;2016"
"e-liquid (impute mL)","081068701410","NJOY","NJOY","raw",1,"08106870","NJOY ONE JOY E-CG","1",NA,2484,0.9939,"2013;2014;2015;2016;2018"
"e-liquid (impute mL)","085570400415","NEO","NEO","raw",0.768,"08557040","NEO E-CGC RFL","5",NA,2449,0.994,"2013;2014;2015;2016"
"e-liquid (impute mL)","036586037581","VAPIN PLUS","VAPIN PLUS","raw",0.949,"03658603","VPLS E-CG LIQUID RICH TOB","1",NA,2440,0.9941,"2016;2017;2018;2019;2020"
